Country_Head_1,Country_Head_2,Country_Head_3,Country_Head_4,Code,Done
India,India,Northern Dynasties,Kabul Shahi Dynasties,NOD,No
India,India,Northern Dynasties,"Kangra, Kingdom of",NOD,No
India,India,Northern Dynasties,"Kashmir, Post-Hunnic dynasties of",NOD,No
India,India,Northern Dynasties,Pratihara Empire,NOD,No
India,India,Northern Dynasties,Tomara dynasty,NOD,No
Indonesia,Indonesia,Indonesia,Dutch New Guinea,IDO,No
Indonesia,Indonesia,Indonesia,Indonesia,IDO,No
Indonesia,Indonesia,Indonesia,Irian Jaya,IDO,No
Indonesia,Indonesia,Indonesia,Islamic states of Indonesia,IDO,No
Indonesia,Indonesia,Indonesia,Netherlands East Indies,IDO,No
Indonesia,Indonesia,Indonesia,Riau,IDO,No
Indonesia,Indonesia,Islamic states of Indonesia,"Aceh, Sultanate of",ISL,No
Indonesia,Indonesia,Islamic states of Indonesia,"Banten, Sultanate of",ISL,No
Indonesia,Indonesia,Islamic states of Indonesia,"Demak, Sultanate of",ISL,No
Indonesia,Indonesia,Islamic states of Indonesia,"Jambi, Sultanate of",ISL,No
Indonesia,Indonesia,Islamic states of Indonesia,"Palembang, Sultanate of",ISL,No
Indonesia,Indonesia,Islamic states of Indonesia,"Pontianak, Sultanate of",ISL,No
Indonesia,Indonesia,Islamic states of Indonesia,"Siak, Sultanate of",ISL,No
Iran,Iran,Iran,Azerbaijan People's Government,IRA,No
Iran,Iran,Iran,Iran,IRA,No
Iraq,Iraq,Iraq,Iraq,IRQ,No
Ireland,Ireland,Ireland,Ireland,IRE,No
Islamic states,Islamic states,Abbasid Caliphate,Abbasid Caliphate,ABB,No
Islamic states,Islamic states,Abbasid Caliphate,"Aghlabid, Emirate of",ABB,No
Islamic states,Islamic states,Abbasid Caliphate,Ikhshidid dynasty,ABB,No
Islamic states,Islamic states,Almohad Caliphate,Almohad Caliphate,ALM,No
Islamic states,Islamic states,Almoravid dynasty,Almoravid dynasty,AMO,No
Islamic states,Islamic states,Anatolian Beyliks,Anatolian Beyliks,ANA,No
Islamic states,Islamic states,Anatolian Beyliks,"Aydin, Beylik of",ANA,No
Islamic states,Islamic states,Anatolian Beyliks,Danishmendid dynasty,ANA,No
Islamic states,Islamic states,Anatolian Beyliks,"Eretna, Beylik of",ANA,No
Islamic states,Islamic states,Anatolian Beyliks,"Germiyan, Beylik of",ANA,No
Islamic states,Islamic states,Anatolian Beyliks,"Isfendiyar, Beylik of",ANA,No
Islamic states,Islamic states,Anatolian Beyliks,"Karaman, Beylik of",ANA,No
Islamic states,Islamic states,Anatolian Beyliks,"Karasi, Beylik of",ANA,No
Islamic states,Islamic states,Anatolian Beyliks,"Menteshe, Beylik of",ANA,No
Islamic states,Islamic states,Anatolian Beyliks,"Saruhan, Beylik of",ANA,No
Islamic states,Islamic states,Anatolian Beyliks,"Teke, Beylik of",ANA,No
Islamic states,Islamic states,Anatolian Beyliks,Uncertain Anatolian beylik,ANA,No
Islamic states,Islamic states,Arabian Peninsula,Arabian Peninsula,ARA,No
Islamic states,Islamic states,Arabian Peninsula,Mahdid dynasty,ARA,No
Islamic states,Islamic states,Arabian Peninsula,Najahid dynasty,ARA,No
Islamic states,Islamic states,Arabian Peninsula,Rassid dynasty,ARA,No
Islamic states,Islamic states,Arabian Peninsula,Rasulid dynasty,ARA,No
Islamic states,Islamic states,Arabian Peninsula,Sulayhid dynasty,ARA,No
Islamic states,Islamic states,Arabian Peninsula,Wajihid dynasty,ARA,No
Islamic states,Islamic states,Arabian Peninsula,Ziyadid dynasty,ARA,No
Islamic states,Islamic states,Artuqid dynasty,Artuqid dynasty,ARQ,No
Islamic states,Islamic states,Artuqid dynasty,"Hisn Kayfa and Amid, Artuqids of",ARQ,No
Islamic states,Islamic states,Artuqid dynasty,"Khartabirt, Artuqids of",ARQ,No
Islamic states,Islamic states,Artuqid dynasty,"Mardin, Artuqids of",ARQ,No
Islamic states,Islamic states,Ayyubid Sultanate,Ayyubid Sultanate,AYY,No
Islamic states,Islamic states,Begtimurid dynasty,Begtimurid dynasty,BEG,No
Islamic states,Islamic states,"Caucasia, Islamic","Caucasia, Islamic",CAU,No
Islamic states,Islamic states,"Caucasia, Islamic",Mazyadid dynasty,CAU,No
Islamic states,Islamic states,"Caucasia, Islamic",Shaddadid dynasty,CAU,No
Islamic states,Islamic states,"Caucasia, Islamic",Shirvanshah dynasty,CAU,No
Islamic states,Islamic states,East Africa,East Africa,EAA,No
Islamic states,Islamic states,East Africa,Kilwa Sultanate,EAA,No
Islamic states,Islamic states,East Africa,"Madagascar, Islamic",EAA,No
Islamic states,Islamic states,Fatimid Caliphate,Fatimid Caliphate,FAT,No
Islamic states,Islamic states,Fatimid Caliphate,"Sicily, Emirate of",FAT,No
Islamic states,Islamic states,Ghaznavid dynasty,Ghaznavid dynasty,GAZ,No
Islamic states,Islamic states,Ghurid dynasty,Ghurid dynasty,GHU,No
Islamic states,Islamic states,Greater Iran,Alamut State,GIR,No
Islamic states,Islamic states,Greater Iran,Amirs of Astarabad,GIR,No
Islamic states,Islamic states,Greater Iran,"Aq Qoyunlu, Tribal federation of",GIR,No
Islamic states,Islamic states,Greater Iran,Begteg?nid dynasty,GIR,No
Islamic states,Islamic states,Greater Iran,Buyid dynasty,GIR,No
Islamic states,Islamic states,Greater Iran,Dabuyid dynasty,GIR,No
Islamic states,Islamic states,Greater Iran,Greater Iran,GIR,No
Islamic states,Islamic states,Greater Iran,Harthamid dynasty,GIR,No
Islamic states,Islamic states,Greater Iran,Ildegizid dynasty,GIR,No
Islamic states,Islamic states,Greater Iran,Injuid dynasty,GIR,No
Islamic states,Islamic states,Greater Iran,"Kakwayhid, Emirate of",GIR,No
Islamic states,Islamic states,Greater Iran,Khwarezmian Empire,GIR,No
Islamic states,Islamic states,Greater Iran,Muzaffarid dynasty,GIR,No
Islamic states,Islamic states,Greater Iran,Pishkinid dynasty,GIR,No
Islamic states,Islamic states,Greater Iran,"Qunduz, Emirate of",GIR,No
Islamic states,Islamic states,Greater Iran,Qutlugh-Khanid dynasty,GIR,No
Islamic states,Islamic states,Greater Iran,Saffarid dynasty,GIR,No
Islamic states,Islamic states,Greater Iran,Sajid dynasty,GIR,No
Islamic states,Islamic states,Greater Iran,Sallarid dynasty,GIR,No
Islamic states,Islamic states,Greater Iran,Sarbedaran dynasty,GIR,No
Islamic states,Islamic states,Greater Iran,Tahirid dynasty,GIR,No
Islamic states,Islamic states,Habbari dynasty,Habbari dynasty,HAB,No
Islamic states,Islamic states,Hamdanid dynasty,Hamdanid dynasty,HDD,No
Islamic states,Islamic states,Iberian Peninsula and the Balearic Islands,"Algarve, Taifa of",IBE,No
Islamic states,Islamic states,Iberian Peninsula and the Balearic Islands,"Almería, Taifa of",IBE,No
Islamic states,Islamic states,Iberian Peninsula and the Balearic Islands,"Badajoz, Taifa of",IBE,No
Islamic states,Islamic states,Iberian Peninsula and the Balearic Islands,"Córdoba, Caliphate of",IBE,No
Islamic states,Islamic states,Iberian Peninsula and the Balearic Islands,"Córdoba, Emirate of",IBE,No
Islamic states,Islamic states,Iberian Peninsula and the Balearic Islands,"Córdoba, Taifa of",IBE,No
Islamic states,Islamic states,Iberian Peninsula and the Balearic Islands,"Dénia, Taifa of",IBE,No
Islamic states,Islamic states,Iberian Peninsula and the Balearic Islands,Dhunnunid dynasty,IBE,No
Islamic states,Islamic states,Iberian Peninsula and the Balearic Islands,"Granada, Taifa of",IBE,No
Islamic states,Islamic states,Iberian Peninsula and the Balearic Islands,Hammudid dynasty,IBE,No
Islamic states,Islamic states,Iberian Peninsula and the Balearic Islands,Hudid dynasty,IBE,No
Islamic states,Islamic states,Iberian Peninsula and the Balearic Islands,Iberian Peninsula and the Balearic Islands,IBE,No
Islamic states,Islamic states,Iberian Peninsula and the Balearic Islands,"Lérida, Taifa of",IBE,No
Islamic states,Islamic states,Iberian Peninsula and the Balearic Islands,"Lorca, Taifa of",IBE,No
Islamic states,Islamic states,Iberian Peninsula and the Balearic Islands,"Majorca, Taifa of",IBE,No
Islamic states,Islamic states,Iberian Peninsula and the Balearic Islands,"Málaga, Taifa of",IBE,No
Islamic states,Islamic states,Iberian Peninsula and the Balearic Islands,"Murcia, Taifa of",IBE,No
Islamic states,Islamic states,Iberian Peninsula and the Balearic Islands,Nasrid dynasty,IBE,No
Islamic states,Islamic states,Iberian Peninsula and the Balearic Islands,Saqlabi dynasty,IBE,No
Islamic states,Islamic states,Iberian Peninsula and the Balearic Islands,"Seville, Taifa of",IBE,No
Islamic states,Islamic states,Iberian Peninsula and the Balearic Islands,"Toledo, Taifa of",IBE,No
Islamic states,Islamic states,Iberian Peninsula and the Balearic Islands,"Tortosa, Taifa of",IBE,No
Islamic states,Islamic states,Iberian Peninsula and the Balearic Islands,"Valencia, Taifa of",IBE,No
Islamic states,Islamic states,Iberian Peninsula and the Balearic Islands,"Zaragoza, Taifa of",IBE,No
Islamic states,Islamic states,Islamic states,Islamic states,ISS,No
Islamic states,Islamic states,Luluid dynasty,Luluid dynasty,LUL,No
Islamic states,Islamic states,Mamluk Sultanate,Mamluk Sultanate,MAM,No
Islamic states,Islamic states,North Africa and Sicily,Banu Hilal dynasty,NAS,No
Islamic states,Islamic states,North Africa and Sicily,Hafsid dynasty,NAS,No
Islamic states,Islamic states,North Africa and Sicily,Idrisid dynasty,NAS,No
Islamic states,Islamic states,North Africa and Sicily,"Ifriqiya, Emirate of",NAS,No
Islamic states,Islamic states,North Africa and Sicily,Kharijite dynasty,NAS,No
Islamic states,Islamic states,North Africa and Sicily,Marinid dynasty,NAS,No
Islamic states,Islamic states,North Africa and Sicily,Midrarid dynasty,NAS,No
Islamic states,Islamic states,North Africa and Sicily,North Africa and Sicily,NAS,No
Islamic states,Islamic states,North Africa and Sicily,Saadi dynasty,NAS,No
Islamic states,Islamic states,North Africa and Sicily,Sulaymanid dynasty,NAS,No
Islamic states,Islamic states,North Africa and Sicily,Wattasid dynasty,NAS,No
Islamic states,Islamic states,North Africa and Sicily,Zayyanid dynasty,NAS,No
Islamic states,Islamic states,North Africa and Sicily,Zirid dynasty,NAS,No
Islamic states,Islamic states,"Qara Qoyunlu, Tribal federation of","Qara Qoyunlu, Tribal federation of",QAQ,No
Islamic states,Islamic states,Qarakhanid dynasty,Qarakhanid dynasty,QAR,No
Islamic states,Islamic states,Qarmatid dynasty,Qarmatid dynasty,QAM,No
Islamic states,Islamic states,Rashidun Caliphate,Rashidun Caliphate,RAS,No
Islamic states,Islamic states,Samanid dynasty,Samanid dynasty,SMD,No
Islamic states,Islamic states,Seljuq dynasty,Great Seljuq,SEL,No
Islamic states,Islamic states,Seljuq dynasty,Hamadan Sultanate,SEL,No
Islamic states,Islamic states,Seljuq dynasty,Kerman Sultanate,SEL,No
Islamic states,Islamic states,Seljuq dynasty,Rûm Sultanate,SEL,No
Islamic states,Islamic states,Seljuq dynasty,Seljuq dynasty,SEL,No
Islamic states,Islamic states,Seljuq dynasty,"Syria, Seljuq emirate of",SEL,No
Islamic states,Islamic states,Seljuq dynasty,"Western Iran, Seljuqs of",SEL,No
Islamic states,Islamic states,Sufid dynasty,Sufid dynasty,SUF,No
Islamic states,Islamic states,Tulunid dynasty,Tulunid dynasty,TUL,No
Islamic states,Islamic states,Umayyad Caliphate,"Tanukh, Tribal federation of",UMA,No
Islamic states,Islamic states,Umayyad Caliphate,Umayyad Caliphate,UMA,No
Islamic states,Islamic states,Volga Bulgaria,Volga Bulgaria,VOL,No
Islamic states,Islamic states,Zengid dynasty,"Aleppo, Emirate of",ZEN,No
Islamic states,Islamic states,Zengid dynasty,"Jazira, Emirate of",ZEN,No
Islamic states,Islamic states,Zengid dynasty,"Mosul, Zengids of",ZEN,No
Islamic states,Islamic states,Zengid dynasty,"Sinjar, Emirate of",ZEN,No
Islamic states,Islamic states,Zengid dynasty,"Syria, Zengid emirate of",ZEN,No
Islamic states,Islamic states,Zengid dynasty,Zengid dynasty,ZEN,No
Isle of Man,Isle of Man,Isle of Man,Isle of Man,IOM,No
Isles de France and Bonaparte,Isles de France and Bonaparte,Isles de France and Bonaparte,Isles de France and Bonaparte,IFB,No
Israel,Israel,Israel,British Palestine,ISR,No
Israel,Israel,Israel,Israel,ISR,No
Italy,Italy,Italian states,"Acqui, Bishopric of",ITS,No
Italy,Italy,Italian states,"Acqui, City of",ITS,No
Italy,Italy,Italian states,"Alba, Lordship of",ITS,No
Italy,Italy,Italian states,"Albera, Marquisate of",ITS,No
Italy,Italy,Italian states,"Alessandria, City of",ITS,No
Italy,Italy,Italian states,"Ancona, City of",ITS,No
Italy,Italy,Italian states,"Antignate, Lordship of",ITS,No
Italy,Italy,Italian states,"Aquileia, Patriarchate of",ITS,No
Italy,Italy,Italian states,"Arborea, Judicate of",ITS,No
Italy,Italy,Italian states,Arezzo,ITS,No
Italy,Italy,Italian states,"Arquata, Marquisate of",ITS,No
Italy,Italy,Italian states,Ascoli,ITS,No
Italy,Italy,Italian states,Asti,ITS,No
Italy,Italy,Italian states,"Belgioioso, Principality of",ITS,No
Italy,Italy,Italian states,Belmonte,ITS,No
Italy,Italy,Italian states,"Benevello, County of",ITS,No
Italy,Italy,Italian states,Benevento ,ITS,No
Italy,Italy,Italian states,"Bologna, Republic of",ITS,No
Italy,Italy,Italian states,Borgotaro,ITS,No
Italy,Italy,Italian states,Bozzolo,ITS,No
Italy,Italy,Italian states,Brescia,ITS,No
Italy,Italy,Italian states,"Camerino, Republic of",ITS,No
Italy,Italy,Italian states,"Campi, Principality of",ITS,No
Italy,Italy,Italian states,"Castelgenovese, County of",ITS,No
