Country_Head_1,Country_Head_2,Country_Head_3,Country_Head_4,Code,Done
Germany,German notgeld,"Saxe-Meiningen, Federal state of","Saalfeld (Saxe-Meiningen), City of",SMN,No
Germany,German notgeld,"Saxe-Meiningen, Federal state of","Salzungen (Saxe-Meiningen), City of",SMN,No
Germany,German notgeld,"Saxe-Meiningen, Federal state of","Saxe-Meiningen, Federal state of",SMN,No
Germany,German notgeld,"Saxe-Meiningen, Federal state of","Schalkau (Saxe-Meiningen), City of",SMN,No
Germany,German notgeld,"Saxe-Meiningen, Federal state of","Sonneberg (Saxe-Meiningen), City of",SMN,No
Germany,German notgeld,"Saxe-Meiningen, Federal state of","Steinach (Saxe-Meiningen), City of",SMN,No
Germany,German notgeld,"Saxe-Meiningen, Federal state of","Steinheid (Saxe-Meiningen), Municipality of",SMN,No
Germany,German notgeld,"Saxe-Weimar-Eisenach, Federal state of","Allstedt (Saxe-Weimar-Eisenach), City of",SAE,No
Germany,German notgeld,"Saxe-Weimar-Eisenach, Federal state of","Apolda (Saxe-Weimar-Eisenach), City of",SAE,No
Germany,German notgeld,"Saxe-Weimar-Eisenach, Federal state of","Auma (Saxe-Weimar-Eisenach), City of",SAE,No
Germany,German notgeld,"Saxe-Weimar-Eisenach, Federal state of","Bad Berka (Saxe-Weimar-Eisenach), City of",SAE,No
Germany,German notgeld,"Saxe-Weimar-Eisenach, Federal state of","Bad Sulza (Saxe-Weimar-Eisenach), City of",SAE,No
Germany,German notgeld,"Saxe-Weimar-Eisenach, Federal state of","Buttstädt (Saxe-Weimar-Eisenach), City of",SAE,No
Germany,German notgeld,"Saxe-Weimar-Eisenach, Federal state of","Eisenach (Saxe-Weimar-Eisenach), City of",SAE,No
Germany,German notgeld,"Saxe-Weimar-Eisenach, Federal state of","Ilmenau (Saxe-Weimar-Eisenach), City of",SAE,No
Germany,German notgeld,"Saxe-Weimar-Eisenach, Federal state of","Jena (Saxe-Weimar-Eisenach), City of",SAE,No
Germany,German notgeld,"Saxe-Weimar-Eisenach, Federal state of","Kaiseroda (Saxe-Weimar-Eisenach), Municipality of",SAE,No
Germany,German notgeld,"Saxe-Weimar-Eisenach, Federal state of","Kaltennordheim (Saxe-Weimar-Eisenach), City of",SAE,No
Germany,German notgeld,"Saxe-Weimar-Eisenach, Federal state of","Neustadt an der Orla (Saxe-Weimar-Eisenach), City of",SAE,No
Germany,German notgeld,"Saxe-Weimar-Eisenach, Federal state of","Oldisleben (Saxe-Weimar-Eisenach), Municipality of",SAE,No
Germany,German notgeld,"Saxe-Weimar-Eisenach, Federal state of","Ostheim (Saxe-Weimar-Eisenach), City of",SAE,No
Germany,German notgeld,"Saxe-Weimar-Eisenach, Federal state of","Saxe-Weimar-Eisenach, Federal state of",SAE,No
Germany,German notgeld,"Saxe-Weimar-Eisenach, Federal state of","Stadtlengsfeld (Saxe-Weimar-Eisenach), City of",SAE,No
Germany,German notgeld,"Saxe-Weimar-Eisenach, Federal state of","Triptis (Saxe-Weimar-Eisenach), City of",SAE,No
Germany,German notgeld,"Saxe-Weimar-Eisenach, Federal state of","Weida (Saxe-Weimar-Eisenach), City of",SAE,No
Germany,German notgeld,"Saxe-Weimar-Eisenach, Federal state of","Weimar (Saxe-Weimar-Eisenach), City of",SAE,No
Germany,German notgeld,"Saxony, Federal state of","Adorf im Vogtland, City of",SAX,No
Germany,German notgeld,"Saxony, Federal state of","Annaberg (Saxony), City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Annaberg, District of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Aue in Sachsen, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Auerbach im Vogtland, District of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Bad Elster, Municipality of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Bautzen, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Bautzen, District of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Bernsbach, Municipality of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Borna, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Borna, District of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Brunndöbra, Municipality of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Chemnitz, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Chemnitz-Land, District of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Colditz, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Crimmitschau, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Dippoldiswalde, District of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Döbeln, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Döbeln, District of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Dresden, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Dresden-Altstadt, District of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Dresden-Neustadt, District of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Ehrenfriedersdorf, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Flöha, District of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Freiberg, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Freiberg, District of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Freital, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Geising, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Glashütte, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Glauchau, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Glauchau, District of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Grimma, District of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Großenhain, District of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Grünhain, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Hainitz, Municipality of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Hohndorf, Municipality of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Kamenz, District of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Kirchberg in Sachsen, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Kirschau, Municipality of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Kötitz, Municipality of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Leipzig, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Leipzig-Land, District of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Lichtenstein-Callnberg, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Limbach (Saxony), City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Löbau, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Löbau, District of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Marienberg, District of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Markneukirchen, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Meerane, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Meißen, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Mülsen-Sankt Jakob, Municipality of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Mylau, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Naunhof, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Netzschkau, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Niedersedlitz, Municipality of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Obercrinitz, Municipality of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Obercunnersdorf, Municipality of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Oelsnitz im Vogtland, District of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Oschatz, District of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Oybin, Municipality of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Pirna, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Pirna, District of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Plauen, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Radeberg, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Reichenbach im Vogtland, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Rochlitz, District of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Saupersdorf, Municipality of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Saxony, Federal state of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Scheibenberg, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Schneeberg im Erzgebirge, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Schwarzenberg im Erzgebirge, District of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Stollberg, District of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Trebsen, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Weixdorf, Municipality of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Wilsdruff, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Wittgensdorf (Chemnitz), Municipality of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Wurzen, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Zittau and Bautzen, Cities of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Zittau, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Zittau, District of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Zwenkau, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Zwickau, City of",SAF,No
Germany,German notgeld,"Saxony, Federal state of","Zwickau, District of",SAF,No
Germany,German notgeld,"Saxony, Prussian province of","Aken, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Annaburg, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Artern, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Aschersleben, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Bad Kösen, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Bad Sachsa, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Bad Suderode, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Badersleben, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Barby, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Beetzendorf, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Belgern, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Benneckenstein, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Bismark, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Bitterfeld, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Bitterfeld, District of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Bleicherode, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Brehna, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Burg bei Magdeburg, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Calbe an der Milde, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Calbe an der Saale, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Calbe an der Saale, District of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Darlingerode, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Delitzsch, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Derenburg, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Dingelstädt, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Ditfurt, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Dommitzsch, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Düben, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Eckartsberga, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Eilenburg, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Eisleben, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Ellrich, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Erfurt (notgeld), City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Freyburg an der Unstrut, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Friedrichsbrunn, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Frohse, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Gardelegen, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Gardelegen, District of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Gatersleben, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Gebesee, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Genthin, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Glöthe, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Golpa, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Gräfenhainichen, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Groß Salze, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Großkamsdorf, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Halberstadt (notgeld), City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Halle an der Saale (notgeld), City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Heiligenstadt and Worbis, Districts of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Heldrungen, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Herzberg an der Elster, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Hohenmölsen, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Ilsenburg, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Jerichow II, District of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Jerichow, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Jessen an der Elster, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Kelbra, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Kemberg, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Kindelbrück, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Klein Wanzleben, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Klostermansfeld, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Königsaue, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Könnern, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Krölpa, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Langensalza, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Lauchstädt, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Liebenwerda, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Liebenwerda, District of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Löbejün, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Lützen, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Magdeburg (notgeld), City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Mansfelder Seekreis, District of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Merseburg, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Mücheln, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Mühlberg an der Elbe, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Mühlhausen (Thuringia), City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Nachterstedt, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Naumburg an der Saale, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Neinstedt, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Neuhaldensleben, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Nordhausen (notgeld), City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Nöschenrode, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Oberdorla, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Oberheldrungen, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Oebisfelde-Kaltendorf, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Ortrand, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Oschersleben, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Osterburg, District of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Osterwieck, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Parey, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Pretzsch, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Quedlinburg, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Quedlinburg-Land, District of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Querfurt, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Querfurt, District of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Ranis, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Roßbach bei Braunsbedra, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Roßla, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Roßleben, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Salzwedel (notgeld), City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Sandau an der Elbe, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Sangerhausen, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Saxony, Prussian province of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Schafstädt, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Schierke, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Schkeuditz, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Schleusingen, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Schmiedeberg (Wittenberg), City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Schmiedefeld am Rennsteig, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Schönebeck an der Elbe, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Schwanebeck, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Schweinitz, District of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Seehausen in der Altmark, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Sömmerda, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Staßfurt, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Stecklenberg, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Stendal, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Stolberg im Harz, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Ströbeck, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Stützerbach, Prussian partition of the Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Suhl, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Tangermünde, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Tennstedt, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Teuchern, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Thale am Harz, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Torgau, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Torgau, District of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Treffurt, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Vaethen-Tangerhütte, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Wasserleben, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Weddersleben, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Weferlingen, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Weißenfels, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Weissenfels, District of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Weißensee (Thuringia), City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Wernigerode, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Wettin, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Wiehe, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Wittenberg, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Zeitz, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Zeitz, District of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Ziegenrück, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Ziegenrück, District of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Ziesar, City of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Zipsendorf, Municipality of",SAP,No
Germany,German notgeld,"Saxony, Prussian province of","Zörbig, City of",SAP,No
Germany,German notgeld,"Schaumburg-Lippe, Federal state of","Bückeburg, City of",SCL,No
Germany,German notgeld,"Schaumburg-Lippe, Federal state of","Heeßen, Municipality of",SCL,No
Germany,German notgeld,"Schaumburg-Lippe, Federal state of","Schaumburg-Lippe, Federal state of",SCL,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Albersdorf in Holstein, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Altona, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Altrahlstedt, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Apenrade, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Appen, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Archsum, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Auenbüll, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Augustenburg, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Aventoft, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Bad Bramstedt, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Bad Oldesloe, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Bilsen, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Blankenese, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Böel, District of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Bokel bei Pinneberg, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Bokelseß, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Bönningstedt, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Bordelum, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Bordesholm, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Borstel (Pinneberg), Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Bredstedt, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Broacker, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Brunde, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Brunsbüttelkoog, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Büdelsdorf, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Bullenkuhlen, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Burg auf Fehmarn, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Burg in Dithmarschen, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Büsum, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Christiansfeld, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Dahler, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Dünth, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Düppel, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Eckernförde, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Eckernförde, District of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Elmschenhagen, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Elmshorn, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Erfde, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Flensburg (notgeld), City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Flensburg, District of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Friedrichstadt, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Garstedt in Holstein, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Glücksburg, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Glückstadt, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Grammby, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Gravenstein, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Grömitz, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Groß Flottbek, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Groß Nordende, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Grundhof, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Hadersleben, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Hainholz, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Halstenbek, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Hamburger Hallig, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Hasloh, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Heede in Holstein, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Heide, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Heidgraben, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Heiligenhafen, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Helgoland, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Hemdingen, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Hohenwestedt, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Holnis, Municipality of",SHO,No
